Season,Player ID,Temp Player ID,Player,First Name,Last Name,Position,Body Fat %,Hand Length (in),Hand Width (in),Height without shoes (in),Height without shoes,Height with shoes (in),Height with shoes,Standing reach (in),Standing reach,Weight (lbs),Wingspan (in),Wingspan,Bench Press (reps),Lane Agility (sec),Max Vertical Leap (in),Modified Lane Agility (sec),Standing Vertical Leap (in),3/4 Court Sprint (sec),Spot-Up Coll 3 Left Wing Att,Spot-Up Coll 3 Left Wing Made,Spot-Up Coll 3 Left Wing %,Spot-Up Coll 3 Right Wing Att,Spot-Up Coll 3 Right Wing Made,Spot-Up Coll 3 Right Wing %,Spot-Up Coll 3 Left Corner Att,Spot-Up Coll 3 Left Corner Made,Spot-Up Coll 3 Left Corner %,Spot-Up Coll 3 Right Corner Att,Spot-Up Coll 3 Right Corner Made,Spot-Up Coll 3 Right Corner %,Spot-Up Coll 3 Top Att,Spot-Up Coll 3 Top Made,Spot-Up Coll 3 Top %,Spot-Up 15ft Left Wing Att,Spot-Up 15ft Left Wing Made,Spot-Up 15ft Left Wing %,Spot-Up 15ft Right Wing Att,Spot-Up 15ft Right Wing Made,Spot-Up 15ft Right Wing %,Spot-Up 15ft Left Corner Att,Spot-Up 15ft Left Corner Made,Spot-Up 15ft Left Corner %,Spot-Up 15ft Right Corner Att,Spot-Up 15ft Right Corner Made,Spot-Up 15ft Right Corner %,Spot-Up 15ft Top Att,Spot-Up 15ft Top Made,Spot-Up 15ft Top %,Spot-Up NBA 3 Left Wing Att,Spot-Up NBA 3 Left Wing Made,Spot-Up NBA 3 Left Wing %,Spot-Up NBA 3 Right Wing Att,Spot-Up NBA 3 Right Wing Made,Spot-Up NBA 3 Right Wing %,Spot-Up NBA 3 Left Corner Att,Spot-Up NBA 3 Left Corner Made,Spot-Up NBA 3 Left Corner %,Spot-Up NBA 3 Right Corner Att,Spot-Up NBA 3 Right Corner Made,Spot-Up NBA 3 Right Corner %,Spot-Up NBA 3 Top Att,Spot-Up NBA 3 Top Made,Spot-Up NBA 3 Top %,Off-Dribble Coll 3 Left Wing Att,Off-Dribble Coll 3 Left Wing Made,Off-Dribble Coll 3 Left Wing %,Off-Dribble Coll 3 Right Wing Att,Off-Dribble Coll 3 Right Wing Made,Off-Dribble Coll 3 Right Wing %,Off-Dribble Coll 3 Top Att,Off-Dribble Coll 3 Top Made,Off-Dribble Coll 3 Top %,Off-Dribble 15ft Left Wing Att,Off-Dribble 15ft Left Wing Made,Off-Dribble 15ft Left Wing %,Off-Dribble 15ft Right Wing Att,Off-Dribble 15ft Right Wing Made,Off-Dribble 15ft Right Wing %,Off-Dribble 15ft Top Att,Off-Dribble 15ft Top Made,Off-Dribble 15ft Top %,On-Move Coll 3 Att,On-Move Coll 3 Made,On-Move Coll 3 %,On-Move 15ft Att,On-Move 15ft Made,On-Move 15ft %
2003,2546,,Carmelo Anthony,Carmelo,Anthony,SF,8,,,78.25,6' 6.25'',,,105.5,8' 9.5'',233,84,7' 0'',7,11.4,33.5,,30.5,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2547,,Chris Bosh,Chris,Bosh,PF,8,,,82.25,6' 10.25'',,,109,9' 1'',225,87.5,7' 3.5'',9,11.8,33,,30.5,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2549,,Chris Kaman,Chris,Kaman,C-PF,16.3,,,83.5,6' 11.5'',,,110.5,9' 2.5'',252,83.75,6' 11.75'',15,11.33,30.5,,23.5,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2658,,Chris Marcus,Chris,Marcus,C,23.1,,,84,7' 0'',,,114,9' 6'',334,92,7' 8'',12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12090,,Chris Massie,Chris,Massie,PF-C,14.8,,,78.5,6' 6.5'',,,106.5,8' 10.5'',259,85,7' 1'',13,12.48,33,,26.5,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2563,,Dahntay Jones,Dahntay,Jones,SG-SF,2.6,,,76.75,6' 4.75'',,,102.5,8' 6.5'',214,81,6' 9'',,10.91,39.5,,30,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2545,,Darko Milicic,Darko,Milicic,PF,8,,,83.5,6' 11.5'',,,111.5,9' 3.5'',250,89,7' 5'',13,11.3,32.5,,26.5,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2561,,David West,David,West,PF-SF,8,,,80.25,6' 8.25'',,,108.25,9' 0.25'',226,88.25,7' 4.25'',11,12.18,31.5,,28.5,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2583,,Derrick Zimmerman,Derrick,Zimmerman,PG,5.3,,,73,6' 1'',,,96.25,8' .25'',190,81,6' 9'',13,11.09,40.5,,34,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12089,,Donald Little,Donald,Little,PF-C,7.3,,,81.5,6' 9.5'',,,97,8' 1'',229,87,7' 3'',18,11.18,37,,33,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12103,,Doug Wrenn,Doug,Wrenn,SF-PF,7.3,,,77.75,6' 5.75'',,,100.5,8' 4.5'',220,91.5,7' 7.5'',15,11.38,41,,34.5,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2548,,Dwyane Wade,Dwyane,Wade,SG-SF,6.7,,,75.75,6' 3.75'',,,102,8' 6'',212,82.75,6' 10.75'',9,10.56,35,,31.5,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12077,,Ebi Ere,Ebi,Ere,SG,14.1,,,75.5,6' 3.5'',,,102,8' 6'',210,82.5,6' 10.5'',,11.38,33.5,,29.5,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12096,,Hollis Price,Hollis,Price,PG-SG,7.3,,,71.5,5' 11.5'',,,94.5,7' 10.5'',165,76.5,6' 4.5'',1,10.72,33,,27.5,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2592,,James Jones,James,Jones,SF,6.7,,,79.25,6' 7.25'',,,107.5,8' 11.5'',218,86.5,7' 2.5'',9,11.18,33,,30.5,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2591,,James Lang,James,Lang,C-PF,21.4,,,80.25,6' 8.25'',,,110,9' 2'',316,90.25,7' 6.25'',8,14.01,32,,24.5,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12079,,Jason Gardner,Jason,Gardner,PG,9.3,,,69.75,5' 9.75'',,,92,7' 8'',194,73,6' 1'',10,10.62,35,,30.5,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2574,,Jason Kapono,Jason,Kapono,SG-SF,11.7,,,78.5,6' 6.5'',,,102,8' 6'',215,78.5,6' 6.5'',8,11.04,30,,23.5,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12087,,Jason Keep,Jason,Keep,C-PF,8.6,,,81.75,6' 9.75'',,,106.5,8' 10.5'',270,84.5,7' 0.5'',27,11.18,34,,29.5,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12092,,Jeff Newton,Jeff,Newton,PF,5.3,,,80,6' 8'',,,106,8' 10'',199,85,7' 1'',9,11.18,34,,27.5,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2651,,Jermaine Boyette,Jermaine,Boyette,PG-SG,7.3,,,73,6' 1'',,,96,8' 0'',187,76,6' 4'',14,11.2,35.5,,29,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2602,,Jerome Beasley,Jerome,Beasley,SF-PF,9.9,,,81,6' 9'',,,107,8' 11'',237,84.5,7' 0.5'',10,11.36,32,,27,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12082,,Jerry Holman,Jerry,Holman,PF,6,,,80.75,6' 8.75'',,,109.5,9' 1.5'',232,87.25,7' 3.25'',11,11.54,37.5,,33,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12097,,Joe Shipp,Joe,Shipp,SG,11.7,,,76,6' 4'',,,103,8' 7'',224,82,6' 10'',17,11.75,34.5,,29,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12074,,Joel Cornette,Joel,Cornette,PF-SF,12.9,,,80.25,6' 8.25'',,,105.5,8' 9.5'',239,81.25,6' 9.25'',13,11.27,32.5,,26,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2572,,Josh Howard,Josh,Howard,SF-SG,6,,,77.25,6' 5.25'',,,105.5,8' 9.5'',202,86,7' 2'',4,10.89,36.5,,33,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2694,,Josh Powell,Josh,Powell,PF-SF,8,,,80,6' 8'',,,107.5,8' 11.5'',227,85,7' 1'',15,11.72,38.5,,32.5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12080,,Justin Hamilton,Justin,Hamilton,PG-SG,8,,,75,6' 3'',,,103,8' 7'',217,83,6' 11'',17,11.18,37.5,,30,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2586,,Keith Bogans,Keith,Bogans,SG,8,,,76.25,6' 4.25'',,,101,8' 5'',213,81.25,6' 9.25'',10,11.43,35,,29.5,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2550,,Kirk Hinrich,Kirk,Hinrich,PG-SG,5.3,,,74.75,6' 2.75'',,,98.5,8' 2.5'',186,78,6' 6'',10,10.98,33.5,,29,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2632,,Kirk Penney,Kirk,Penney,SG-SF,8,,,77,6' 5'',,,97,8' 1'',218,77.25,6' 5.25'',15,10.44,35.5,,32,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2594,,Kyle Korver,Kyle,Korver,SF,6.7,,,78.25,6' 6.25'',,,102.5,8' 6.5'',211,81.5,6' 9.5'',13,11.42,31.5,,25.5,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12073,,LaVell Blanchard,LaVell,Blanchard,SF,11.7,,,78,6' 6'',,,101.5,8' 5.5'',205,78,6' 6'',12,11.64,36.5,,33.5,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2544,,LeBron James,LeBron,James,SF-SG,6.7,,,79.25,6' 7.25'',,,106.25,8' 10.25'',245,84.25,7' 0.25'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2557,,Luke Ridnour,Luke,Ridnour,PG,5.3,,,73,6' 1'',,,95.5,7' 11.5'',167,75,6' 3'',0,11,32.5,,26,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2575,,Luke Walton,Luke,Walton,SF-PF,9.3,,,79.75,6' 7.75'',,,104,8' 8'',235,80.5,6' 8.5'',12,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2618,,Marcus Hatten,Marcus,Hatten,PG,4,,,72.75,6' 0.75'',,,98,8' 2'',163,78.25,6' 6.25'',7,11.5,37.5,,29.5,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,101248,,Marlon Parmer,Marlon,Parmer,PG,9.3,,,72.75,6' 0.75'',,,97,8' 1'',184,75.5,6' 3.5'',13,,32,,28,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2605,,Marquis Daniels,Marquis,Daniels,SG-PG,4,,,77.25,6' 5.25'',,,103.5,8' 7.5'',198,82,6' 10'',6,11.62,35,,30.5,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12078,,Marquis Estill,Marquis,Estill,PF-C,11.7,,,80.5,6' 8.5'',,,108,9' 0'',257,88,7' 4'',7,12.92,36,,30,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12099,,Marvin Stone,Marvin,Stone,C-PF,17.4,,,81.5,6' 9.5'',,,109.5,9' 1.5'',261,87.5,7' 3.5'',9,12.1,27.5,,25.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2588,,Matt Bonner,Matt,Bonner,PF-SF,13.6,,,80.5,6' 8.5'',,,105.5,8' 9.5'',242,80.75,6' 8.75'',20,11.52,32,,27,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2679,,Matt Carroll,Matt,Carroll,SG-SF,6.7,,,77,6' 5'',,,98.5,8' 2.5'',207,78.5,6' 6.5'',13,11.11,33.5,,29,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12085,,Michael Ignerski,Michael,Ignerski,PF-SF,10.5,,,81.5,6' 9.5'',,,107,8' 11'',232,82.75,6' 10.75'',10,11.21,33,,26.5,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2552,,Michael Sweetney,Michael,Sweetney,PF,14.1,,,79.25,6' 7.25'',,,107.5,8' 11.5'',262,85,7' 1'',3,12.9,31.5,,26,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2590,,Mo Williams,Mo,Williams,PG-SG,6.7,,,72.75,6' 0.75'',,,98.5,8' 2.5'',189,77.5,6' 5.5'',3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2555,,Nick Collison,Nick,Collison,PF,17,,,80.75,6' 8.75'',,,108,9' 0'',255,85.5,7' 1.5'',8,11.62,33,,28,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2750,,Pavel Podkolzin,Pavel,Podkolzin,C,16.3,,,87.5,7' 3.5'',,,116,9' 8'',303,89.75,7' 5.75'',5,13.4,22.5,,19.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12072,,Rick Anderson,Rick,Anderson,SF-PF,9.9,,,80.25,6' 8.25'',,,106.5,8' 10.5'',216,83,6' 11'',6,11.23,30.5,,26,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12086,,Robert Jackson,Robert,Jackson,PF-C,15.9,,,79.75,6' 7.75'',,,107.5,8' 11.5'',254,84,7' 0'',15,11.26,26,,23.5,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12098,,Ron Slay,Ron,Slay,SF-PF,16.3,,,78,6' 6'',,,103.5,8' 7.5'',236,82,6' 10'',10,12.01,31.5,,28.5,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2648,,Ronald Dupree,Ronald,Dupree,SF-SG,6.7,,,78,6' 6'',,,101,8' 5'',209,80.25,6' 8.25'',11,11.09,41.5,,37.5,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12076,,Ruben Douglas,Ruben,Douglas,SG,6,,,75.5,6' 3.5'',,,100.5,8' 4.5'',193,79.25,6' 7.25'',9,11.95,35,,28.5,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12083,,Sam Hoskin,Sam,Hoskin,PF,,,,79.25,6' 7.25'',,,107.5,8' 11.5'',261,82.75,6' 10.75'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12084,,Sani Ibrahim,Sani,Ibrahim,C-PF,9.3,,,80.5,6' 8.5'',,,109.5,9' 1.5'',229,85,7' 1'',12,13.02,30.5,,26,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2756,,Sasha Vujacic,Sasha,Vujacic,PG-SG,14.1,,,77.5,6' 5.5'',,,101,8' 5'',193,77.5,6' 5.5'',0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12295,,Souleymane Camara,Souleymane,Camara,PF-SF,9.9,,,81.75,6' 9.75'',,,109,9' 1'',211,86.25,7' 2.25'',2,11.51,34.5,,28.5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12095,,Stephane Pelle,Stephane,Pelle,PF-SF,12.4,,,79,6' 7'',,,107,8' 11'',246,86,7' 2'',17,11.37,33,,28.5,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2551,,T.J. Ford,T.J.,Ford,PG,6.7,,,71,5' 11'',,,93.5,7' 9.5'',162,71.5,5' 11.5'',0,11.45,39.5,,32.5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2604,,Theron Smith,Theron,Smith,PF-SF,9.3,,,78.5,6' 6.5'',,,104.5,8' 8.5'',234,82.25,6' 10.25'',25,10.99,32,,28.5,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2596,,Tommy Smith,Tommy,Smith,PF-SF,6.7,,,81,6' 9'',,,107.5,8' 11.5'',200,86.5,7' 2.5'',2,11.54,33,,30,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2580,,Travis Hansen,Travis,Hansen,SG,6,,,76.5,6' 4.5'',,,100.5,8' 4.5'',200,78.5,6' 6.5'',16,10.72,35,,31.5,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12081,,Trevor Harvey,Trevor,Harvey,C-PF,10.5,,,81.5,6' 9.5'',,,109.5,9' 1.5'',245,85,7' 1'',11,11.85,32,,29.5,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2559,,Troy Bell,Troy,Bell,PG,5.3,,,72.25,6' 0.25'',,,97.5,8' 1.5'',178,77,6' 5'',17,10.89,41,,34.5,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12093,,Uche Nsonwu-Amadi,Uche,Nsonwu-Amadi,PF-C,6,,,79.75,6' 7.75'',,,106.5,8' 10.5'',246,87.75,7' 3.75'',21,11.83,29,,27.5,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12094,,Ugonna Okyekwe,Ugonna,Okyekwe,SF,4.3,,,79.25,6' 7.25'',,,109,9' 1'',228,87,7' 3'',8,11.43,36.5,,32,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12101,,Wayne Wallace,Wayne,Wallace,PF,4.6,,,79.25,6' 7.25'',,,108,9' 0'',187,86,7' 2'',6,11.85,36,,29.5,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12102,,Wesley Wilson,Wesley,Wilson,C-PF,12.4,,,82.25,6' 10.25'',,,110.5,9' 2.5'',257,87,7' 3'',20,12.19,30.5,,27,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12091,,Will McDonald,Will,McDonald,C-PF,13.6,,,81.5,6' 9.5'',,,109.5,9' 1.5'',258,87.5,7' 3.5'',17,11.83,32.5,,25,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2584,,Willie Green,Willie,Green,SG-PG,8,,,74.5,6' 2.5'',,,100,8' 4'',201,79.25,6' 7.25'',13,11.86,28.5,,28.5,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12056,,Aaron McGhee,Aaron,McGhee,PF-SF,,,,79,6' 7'',,,105.5,8' 9.5'',255,82,6' 10'',,12.24,28.5,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2405,,Amar'e Stoudemire,Amar'e,Stoudemire,PF,,,,80.5,6' 8.5'',,,108.5,9' 0.5'',233,85.75,7' 1.75'',12,11.19,35.5,,32,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12046,,Andy Ellis,Andy,Ellis,PF,,,,81.25,6' 9.25'',,,102,8' 6'',220,82.25,6' 10.25'',6,11.69,35.5,,32,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,101219,,Anthony Grundy,Anthony,Grundy,PG-SG,,,,72.75,6' 0.75'',,,99,8' 3'',167,79.75,6' 7.75'',0,11.1,32,,27.5,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12288,,Brian Brown,Brian,Brown,PG-SG,,,,74.5,6' 2.5'',,,99,8' 3'',194,79,6' 7'',8,11.43,33,,26,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12063,,Brooks Sales,Brooks,Sales,PF-C,,,,81,6' 9'',,,108,9' 0'',232,82,6' 10'',13,11.05,29.5,,26,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12058,,Byron Mouton,Byron,Mouton,SG-SF,,,,76.5,6' 4.5'',,,102,8' 6'',213,82.25,6' 10.25'',7,11.84,30,,24,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2430,,Carlos Boozer,Carlos,Boozer,PF,,,,79.75,6' 7.75'',,,108.5,9' 0.5'',258,86.25,7' 2.25'',13,10.77,28.5,,26.5,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2406,,Caron Butler,Caron,Butler,SF-SG,,,,77.25,6' 5.25'',,,103.5,8' 7.5'',222,83.5,6' 11.5'',2,12.15,31,,27,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12290,,Chris Burgess,Chris,Burgess,C,,,,82,6' 10'',,,109,9' 1'',246,83.5,6' 11.5'',24,11.58,31,,24.5,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12042,,Chris Christoffersen,Chris,Christoffersen,C,,,,84.75,7' 0.75'',,,109,9' 1'',291,87.5,7' 3.5'',13,12.55,31,,28,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
